season,week,franchise_id,player_id,contractInfo,salary,status,contractYear
2019,21,0007,13325,2018 UFA,0.66,ROSTER,1
2019,21,0007,12252,2019 UFA,1.2,ROSTER,2
2019,21,0007,11045,2017 EXT,3.84,ROSTER,1
2019,21,0007,14102,2019 1.09,2.95,ROSTER,4
2019,21,0007,11314,2018 UFA,0.66,ROSTER,1
2019,21,0007,12938,2018 UFA,0.66,ROSTER,1
2019,21,0007,14137,2019 2.02,1.88,ROSTER,4
2019,21,0007,10754,2019 UFA,0.6,ROSTER,1
2019,21,0007,11273,2019 UFA,0.6,ROSTER,1
2019,21,0007,11936,2019 UFA,0.6,ROSTER,1
2019,21,0007,11742,2019 UFA,1.2,ROSTER,2
2019,21,0007,10393,2019 UFA,1.2,ROSTER,2
2019,21,0007,12523,2019 UFA,0.6,ROSTER,2
2019,21,0007,14190,2019 UFA,1.2,ROSTER,2
2019,21,0007,12716,2019 UFA,0.6,ROSTER,2
2019,21,0007,11859,2019 UFA,0.6,ROSTER,1
2019,21,0007,11791,2019 UFA,1.2,ROSTER,1
2019,21,0007,11516,2019 UFA,1.2,ROSTER,1
2019,21,0007,11723,2019 ERFA,0.73,ROSTER,1
2019,21,0007,14464,2019 UFA,0.6,ROSTER,2
2019,21,0007,13262,2019 UFA,1.2,ROSTER,1
2019,21,0007,13637,2018 3.05,1.32,INJURED_RESERVE,3
2019,21,0007,11668,2018 SRFA,4.84,INJURED_RESERVE,2
2019,21,0007,12794,2019 UFA,0.6,INJURED_RESERVE,2
2019,21,0007,11671,2019 B/R,23.5,INJURED_RESERVE,3
2019,21,0007,13189,2017 1.13,2.78,INJURED_RESERVE,1
2019,21,0007,11262,2017 UFA,1.45,INJURED_RESERVE,1
2019,21,0008,13115,2017 2.01,2.3,ROSTER,2
2019,21,0008,12626,2016 1.16,2.53,ROSTER,1
2019,21,0008,12677,2016 3.05,1.33,ROSTER,1
2019,21,0008,12739,2018 EXT,1.68,ROSTER,2
2019,21,0008,12686,2017 FRFA,6.05,ROSTER,2
2019,21,0008,9826,Inaugural,4.26,ROSTER,1
2019,21,0008,7836,2019 EXT,13.71,ROSTER,5
2019,21,0008,11228,2018 FRFA,3.41,ROSTER,1
2019,21,0008,13610,2018 1.07,3.85,ROSTER,3
2019,21,0008,13699,2018 2.03,2.09,ROSTER,3
2019,21,0008,13662,2018 6.01,0.66,ROSTER,3
2019,21,0008,12802,2018 UFA,1.32,ROSTER,1
2019,21,0008,13026,2018 UFA,1.21,ROSTER,1
2019,21,0008,12678,2017 ORFA,1.81,ROSTER,1
2019,21,0008,13760,2018 UFA,0.66,ROSTER,2
2019,21,0008,11323,2018 UFA,1.21,ROSTER,1
2019,21,0008,13250,2018 UFA,1.21,ROSTER,1
2019,21,0008,11678,2019 B/R,11.0,ROSTER,3
2019,21,0008,13252,2019 ERFA,0.61,ROSTER,1
2019,21,0008,13290,2019 FRFA,6.6,ROSTER,2
2019,21,0008,13404,2019 SRFA,2.5,ROSTER,3
2019,21,0008,13678,2019 ORFAN,2.5,ROSTER,3
2019,21,0008,14104,2019 1.15,2.12,ROSTER,4
2019,21,0008,14136,2019 2.06,1.65,ROSTER,4
2019,21,0008,14125,2019 3.06,1.13,ROSTER,4
2019,21,0008,14200,2019 4.06,0.86,ROSTER,4
2019,21,0008,14284,2019 4.07,0.84,ROSTER,4
2019,21,0008,14206,2019 6.06,0.58,ROSTER,4
2019,21,0008,10350,2019 UFA,2.2,ROSTER,1
