season,id,salary,contractYear,contractInfo,conference
2023,0000,,1,2023 UFA,0
2023,16168,0.95,4,2023 4.06,0
2023,16305,0.81,3,2023 UDFA,0
2023,16167,1.83,4,2023 2.02,0
2023,11675,22.50,3,2023 UFA,0
2023,13230,2.74,3,2023 ORFA2,0
2023,16186,3.36,4,2023 1.08,0
2023,16291,0.86,4,2023 5.20,0
2023,15394,0.90,2,2023 R/F,0
2023,14840,17,6,2023 iEXT,0
2023,14799,3.29,1,2020 1.10,0
2023,14590,0.90,2,2023 R/F,0
2023,13730,0.99,1,2022 R/F,0
2023,12233,1.40,1,2023 UFA,0
2023,16219,1.40,1,2023 UFA,0
2023,13208,7.93,2,2022 oEXT,0
2023,13589,20.46,4,2021 EXT,0
2023,14167,12.35,4,2022 iEXT,0
2023,11222,20.70,1,2023 RRFA,0
2023,14153,5.28,2,2022 iEXT,0
2023,15712,1.19,3,2022 3.09,0
2023,15858,1.30,3,2022 3.03,0
2023,16223,2.65,4,2023 1.11,0
2023,13671,13.40,2,2020 EXT,0
2023,16257,1.18,4,2023 3.03,0
2023,13268,0.99,1,2022 R/F,0
2023,15911,1.10,3,2022 3.15,0
2023,12218,3.04,2,2023 UFA,0
2023,13759,0.90,1,2023 UFA,0
2023,15829,0.94,2,2022 5.05,0
2023,15301,1.23,1,2021 3.07,0
2023,16414,1.50,3,2023 iEXT,0
2023,15777,0.95,2,2022 4.17,0
2023,12083,0.99,1,2022 R/F,0
2023,13263,0.90,1,2023 UFA,0
2023,16384,0.90,1,2023 UFA,0
2023,13251,6.60,2,2022 UFA,0
2023,13706,3.48,1,2020 EXT,0
2023,14263,0.90,1,2023 UFA,0
2023,16255,0.87,4,2023 5.12,0
2023,16330,0.86,4,2023 5.18,0
2023,13604,11.87,3,2021 EXT,0
2023,15357,1.29,2,2021 3.04,0
2023,15409,0.90,1,2023 UFA,0
2023,15082,0.90,1,2023 UFA,0
2023,12075,6.12,2,2022 FRFA,0
2023,14217,0.99,1,2022 R/F,0
2023,15293,2.09,2,2021 2.01,0
2023,13737,3.63,2,2022 UFA,0
2023,16245,1.03,4,2023 3.14,0
2023,11679,6,1,2023 UFA,0
2023,15758,1.35,3,2022 3.01,0
2023,15985,0.90,1,2023 UFA,0
2023,12718,2.38,2,2023 UFA,0
2023,15873,0.90,1,2023 UFA,0
2023,16153,0.88,4,2023 5.04,0
2023,13775,1.40,1,2023 UFA,0
2023,16264,0.87,4,2023 5.08,0
2023,15869,0.90,2,2023 R/F,0
2023,16164,1.13,3,2023 3.06,0
2023,14933,0.99,1,2022 R/F,0
2023,15904,1.50,2,2023 oEXT,0
2023,16018,0.90,2,2023 R/F,0
2023,16393,1.40,1,2023 UFA,0
2023,13869,0.90,2,2023 R/F,0
2023,15355,1.45,2,2021 2.13,0
2023,15861,0.99,3,2022 4.08,0
2023,12686,16.50,1,2022 B/R,0
2023,14147,16,5,2023 UFA,0
2023,13418,1.40,1,2023 UFA,0
2023,16193,0.90,1,2023 UFA,0
2023,14843,0.90,-1,2021 UFA,0
2023,12650,7.99,1,2020 EXT,0
2023,12750,1.86,3,2023 oEXT,0
2023,16244,0.97,4,2023 4.02,0
2023,16261,0.81,3,2023 UDFA,0
2023,16256,1.22,4,2023 3.01,0
2023,15835,1.51,3,2022 2.12,0
2023,14892,5.75,4,2023 iEXT,0
2023,16324,0.81,3,2023 UDFA,0
2023,14104,24.22,1,2023 5YO,0
2023,16181,1,4,2023 3.17,0
2023,14897,2.74,1,2020 2.10^,0
2023,15292,1.18,2,2021 3.11,0
2023,16281,0.87,4,2023 5.10,0
2023,14105,9.90,3,2023 UFA,0
2023,13172,2.10,1,2023 UFA,0
2023,16271,1.09,4,2023 3.09,0
2023,15356,0.99,2,2021 4.15,0
2023,14358,1.50,1,2023 UFA,0
2023,15177,1.50,1,2023 UFA,0
2023,12688,14.96,2,2020 EXT,0
2023,15752,4.28,3,2022 1.07,0
2023,14171,10.20,4,2023 UFA,0
2023,14777,20.26,5,2023 iEXT,0
2023,13354,0.90,2,2023 R/F,0
2023,15874,1.50,1,2023 UFA,0
2023,12752,3.63,1,2021 B/R,0
2023,15418,0.99,1,2022 R/F,0
2023,15887,1.66,4,2023 iEXT,0
2023,9051,1.50,1,2023 UFA,0
2023,12779,4.39,1,2022 SRFA,0
2023,16239,2.20,4,2023 1.14,0
2023,14112,4.59,3,2023 UFA,0
2023,15380,0.88,1,2021 UDFA,0
2023,13718,1.40,1,2023 UFA,0
2023,11644,12.44,3,2023 iEXT,0
2023,16233,2.48,4,2023 1.12,0
2023,13703,0.99,1,2022 R/F,0
2023,15258,1.69,2,2021 2.07,0
2023,15870,0.85,1,2022 UDFA,0
2023,14251,0.90,1,2023 UFA,0
2023,15723,0.90,1,2023 UFA,0
2023,16169,1.91,4,2023 2.01,0
2023,13668,4.75,1,2023 oEXT,0
2023,15281,6.55,2,2021 1.03,0
2023,15831,1.03,3,2022 4.02,0
2023,14927,2.74,1,2020 3.10^,0
2023,13681,2.90,2,2021 EXT,0
2023,13610,13.60,2,2021 EXT,0
2023,15364,1.08,1,2021 3.20,0
2023,15826,1.69,3,2023 iEXT,0
2023,12739,5.32,1,2021 UFA,0
2023,14841,0.90,1,2023 UFA,0
2023,11706,1.40,1,2023 UFA,0
2023,14630,1.40,1,2023 UFA,0
2023,12754,0.90,1,2023 UFA,0
2023,15290,1.94,2,2021 2.03,0
2023,15352,1.74,2,2021 2.06,0
2023,13675,1.50,1,2023 UFA,0
2023,13146,11.62,1,2020 EXT,0
2023,15860,0.97,3,2022 4.14,0
2023,13128,0.90,1,2023 UFA,0
2023,15715,2.08,3,2022 2.02,0
2023,13844,0.99,1,2023 ERFA,0
2023,11674,9.60,2,2023 UFA,0
2023,12175,13.04,5,2023 UFA,0
2023,15484,0.90,1,2023 UFA,0
2023,10700,23.02,1,2023 oEXT,0
2023,10762,3,1,2023 UFA,0
2023,14225,21,2,2023 B/R,0
2023,16157,0.81,3,2023 UDFA,0
2023,13216,0.90,1,2023 UFA,0
2023,15001,1.40,1,2023 UFA,0
2023,14978,0.90,2,2023 R/F,0
2023,10768,2.50,1,2023 UFA,0
2023,14911,0.90,1,2023 UFA,0
2023,13710,1.54,1,2022 UFA,0
2023,10816,1.40,1,2023 UFA,0
2023,14845,2.99,5,2022 oEXT,0
2023,15373,2.30,2,2021 1.15,0
2023,15817,1.41,3,2022 2.15,0
2023,13479,1.40,1,2023 UFA,0
2023,16441,1.40,1,2023 UFA,0
2023,15396,0.95,1,2021 5.11,0
2023,14219,0.90,1,2023 UFA,0
2023,15821,1.63,3,2022 2.09,0
2023,16204,1.02,4,2023 3.15,0
2023,14907,2.04,2,2022 iEXT,0
2023,16385,0.90,1,2023 UFA,0
2023,16314,0.81,3,2023 UDFA,0
2023,16265,0.88,4,2023 5.03,0
2023,16278,0.81,3,2023 UDFA,0
2023,15979,0.90,1,2023 UFA,0
2023,13782,3.63,1,2021 TToff,0
2023,12349,1,1,2023 UFA,0
2023,12186,27.50,1,2022 UFA,0
2023,14903,3,2,2023 B/R,0
2023,14805,1.69,1,2020 2.07,0
2023,12842,0.90,1,2023 UFA,0
2023,14800,2,1,2023 UFA,0
2023,13119,0.90,1,2023 UFA,0
2023,11757,11.40,2,2023 UFA,0
2023,14108,0.90,1,2023 UFA,0
2023,15755,2.85,3,2022 1.12,0
2023,15779,0.95,2,2022 5.01,0
2023,16342,0.81,3,2023 UDFA,0
2023,13281,2.31,1,2022 UFA,0
2023,14823,0.90,1,2023 UFA,0
2023,16187,1.49,4,2023 2.08,0
2023,14921,4.30,4,2023 SRFA,0
2023,15797,1.06,2,2022 3.20,0
2023,16218,0.81,3,2023 UDFA,0
2023,14847,1.21,1,2020 3.09,0
2023,15851,1.28,3,2022 3.04,0
2023,13294,0.90,2,2023 R/F,0
2023,13697,2.55,4,2023 UFA,0
2023,13850,1.62,2,2023 UFA,0
2023,14322,2.20,1,2023 UFA,0
2023,14803,6.14,1,2020 1.04,0
2023,13404,20.30,1,2023 UFA,0
2023,13806,0.99,1,2022 R/F,0
2023,12625,0.90,1,2023 UFA,0
2023,13303,0.90,2,2023 R/F,0
2023,14303,1.50,2,2023 UFA,0
2023,15862,0.90,1,2023 UFA,0
2023,15813,0.85,1,2022 UDFA,0
2023,13189,6.05,1,2021 B/R,0
2023,14879,1.40,1,2023 UFA,0
2023,15253,4.50,2,2021 1.06,0
2023,15880,0.90,1,2023 UFA,0
2023,16351,0.81,3,2023 UDFA,0
2023,13257,0.90,1,2023 UFA,0
2023,11671,15.90,1,2023 UFA,0
2023,13699,1.54,1,2022 UFA,0
2023,16163,0.90,4,2023 4.16,0
2023,13236,2.42,1,2021 UFA,0
2023,15780,0.90,1,2023 UFA,0
2023,12860,0.90,1,2023 UFA,0
2023,14137,1.71,2,2023 UFA,0
2023,15799,0.90,2,2023 R/F,0
2023,15238,4.07,2,2021 1.07,0
2023,13713,6.44,1,2021 EXT,0
2023,9064,1.50,1,2023 UFA,0
2023,16064,0.90,1,2023 UFA,0
2023,16190,2.85,4,2023 1.10,0
2023,8851,0.99,1,2023 ERFA,0
2023,16253,0.88,3,2023 5.06,0
2023,15713,0.98,3,2022 4.10,0
2023,13134,1.50,3,2023 UFA,0
2023,15437,4,3,2023 ORFAN,0
2023,16260,0.96,3,2023 4.03,0
2023,13085,1.40,1,2023 UFA,0
2023,13837,8,1,2023 RRFA,0
2023,15331,1.31,2,2021 3.03,0
2023,14991,0.90,2,2023 R/F,0
2023,14904,1.52,2,2022 iEXT,0
2023,15255,1.03,2,2021 4.06,0
2023,13646,10.45,2,2022 UFA,0
2023,13888,1.50,1,2023 UFA,0
2023,15833,0.94,3,2022 5.06,0
2023,14224,0.99,1,2022 R/F,0
2023,11760,0.90,1,2023 UFA,0
2023,13198,10.84,1,2020 EXT,0
2023,14149,2.38,2,2021 EXT,0
2023,14244,0.90,1,2023 UFA,0
2023,14926,2.67,2,2022 iEXT,0
2023,13672,5.23,2,2023 UFA,0
2023,16009,0.90,1,2023 UFA,0
2023,16162,5.95,4,2023 1.03,0
2023,14852,1.45,1,2020 2.13,0
2023,14982,0.90,1,2023 UFA,0
2023,10789,1.40,1,2023 UFA,0
2023,13317,0.90,1,2023 UFA,0
2023,13163,22,3,2023 B/R,0
2023,13674,3.71,2,2020 EXT,0
2023,12611,6.00,1,2019 EXT,0
2023,16251,0.91,4,2023 4.15,0
2023,12751,0.90,1,2023 UFA,0
