season,contractYear,salary,contractInfo,id,conference
2019,2,6.60,2019 FRFA,13290,0
2019,1,0.60,2019 UFA,14630,0
2019,2,1.20,2019 UFA,13412,0
2019,2,0.60,2019 UFA,12646,0
2019,2,0.60,2019 UFA,12523,0
2019,1,3.33,Inaugural,12152,0
2019,4,1.15,2019 3.05,14155,0
2019,1,5.08,2017 UFA,11349,0
2019,1,7.50,2019 B/R,12250,0
2019,2,1.45,2017 UFA,12754,0
2019,2,0.60,2019 UFA,14238,0
2019,1,0.66,2018 UFA,12257,0
2019,2,1.20,2019 UFA,14242,0
2019,2,1.21,2017 3.10,13146,0
2019,2,6.05,2017 1.03,13128,0
2019,2,2.50,2019 SRFA,9474,0
2019,3,12.92,2019 EXT,11674,0
2019,3,11.77,2019 EXT,12175,0
2019,1,13.84,Inaugural,10700,0
2019,3,0.66,2018 6.01,13662,0
2019,1,5.50,2018 B/R,10762,0
2019,1,1.30,2019 UFA,8742,0
2019,4,0.57,2019 6.13,14225,0
2019,1,5.61,2018 SRFA,12184,0
2019,2,4.84,2018 SRFA,11668,0
2019,2,1.45,2017 3.04,13216,0
2019,1,6.60,2018 UFA,10313,0
2019,1,0.60,2019 UFA,10841,0
2019,1,3.86,Inaugural,12276,0
2019,2,1.20,2019 UFA,10265,0
2019,3,6.60,2018 1.02,13592,0
2019,3,1.43,2018 3.04,13688,0
2019,1,13.31,2017 B/R,10768,0
2019,1,1.30,2019 UFA,13710,0
2019,2,5.45,2017 1.04,13153,0
2019,1,6.00,2019 ORFAN,10816,0
2019,2,2.18,2017 2.04,13221,0
2019,2,0.60,2019 R/F,13479,0
2019,3,1.30,2019 UFA,12748,0
2019,3,2.18,2018 EXT,12087,0
2019,2,1.20,2019 UFA,8247,0
2019,2,0.60,2019 UFA,12316,0
2019,3,0.60,2019 UFA,14219,0
2019,1,1.21,2018 UFA,11801,0
2019,2,0.55,2018 UDFA,13782,0
2019,1,0.60,2019 UFA,12349,0
2019,2,8.79,Inaugural,12186,0
2019,2,0.66,2018 UFA,13763,0
2019,2,0.60,2019 R/F,12842,0
2019,4,7.68,2019 EXT,11757,0
2019,1,1.46,Inaugural,12188,0
2019,1,1.20,2019 UFA,11516,0
2019,2,4.95,2018 SRFA,12630,0
2019,1,0.66,2018 UFA,12448,0
2019,1,8.50,2019 UFA,9825,0
2019,2,1.30,2019 UFA,12234,0
2019,1,6.66,Inaugural,11695,0
2019,1,1.94,2017 UFA,9662,0
2019,3,0.66,2018 6.14,13726,0
2019,3,0.77,2018 5.01,13716,0
2019,3,2.42,2018 1.15,13697,0
2019,1,1.32,2018 UFA,13850,0
2019,1,1.30,2019 UFA,12844,0
2019,3,0.66,2019 5.08,14222,0
2019,3,0.60,2019 UFA,14401,0
2019,2,2.75,2018 UFA,11250,0
2019,3,2.50,2019 SRFA,13404,0
2019,5,8.10,2019 EXT,12625,0
2019,2,0.60,2019 UFA,13303,0
2019,3,0.60,2019 UFA,14303,0
2019,1,2.78,2017 1.13,13189,0
2019,2,1.20,2019 UFA,11850,0
2019,1,0.60,2019 UFA,12913,0
2019,1,6.92,Inaugural,11247,0
2019,1,0.73,2019 ERFA,13257,0
2019,3,23.50,2019 B/R,11671,0
2019,3,2.09,2018 2.03,13699,0
2019,1,1.21,2017 3.12,13236,0
2019,1,1.30,2019 UFA,12763,0
2019,1,0.66,2018 UFA,12860,0
2019,4,1.88,2019 2.02,14137,0
2019,1,1.30,2019 UFA,11337,0
2019,4,0.79,2019 4.11,14216,0
2019,4,1.60,2019 2.07,14151,0
2019,4,0.60,2019 6.02,14068,0
2019,1,6.75,2017 EXT,7393,0
2019,3,1.32,2018 3.07,13713,0
2019,1,1.30,2019 UFA,8062,0
2019,1,7.50,2019 UFA,9064,0
2019,4,3.30,2019 FRFA,12222,0
2019,1,1.20,2019 UFA,13778,0
2019,2,1.30,2019 UFA,12734,0
2019,1,0.66,2018 UFA,10699,0
2019,1,0.66,2018 UFA,11711,0
2019,2,1.20,2019 UFA,13933,0
2019,2,1.94,2017 2.07,13215,0
2019,2,7.62,2017 1.01,13129,0
2019,2,0.60,2019 UFA,12217,0
2019,1,18,2019 UFA,11660,0
2019,3,2.53,2018 1.14,13617,0
2019,2,3.10,2019 UFA,12714,0
2019,2,2.50,2019 SRFA,11764,0
2019,2,3.85,2018 UFA,12647,0
2019,2,1.20,2019 UFA,12205,0
2019,1,1.21,2018 UFA,11975,0
2019,3,1.76,2018 2.09,13646,0
2019,3,1.20,2019 UFA,14224,0
2019,3,5.59,2017 EXT,11760,0
2019,2,3.75,2017 1.08,13198,0
2019,3,1.00,2019 3.13,14149,0
2019,3,0.50,2019 UDFA,14244,0
2019,2,1.20,2019 UFA,13321,0
2019,3,1.65,2018 2.12,13672,0
2019,1,0.60,2019 UFA,14489,0
2019,2,1.20,2019 UFA,10789,0
2019,2,1.20,2019 UFA,8673,0
2019,1,0.60,2019 UFA,11010,0
2019,1,0.61,2017 UDFA,13317,0
2019,2,1.69,2017 2.12,13163,0
2019,2,1.32,2018 3.08,13674,0
2019,5,4.09,2019 EXT,12611,0
2019,2,1.20,2019 UFA,12278,0
2019,1,2.06,2017 UFA,12271,0
2019,2,0.73,2017 5.02,13277,0
2019,2,0.60,2019 UFA,13347,0
2019,1,3.41,2018 FRFA,11239,0
2019,2,1.20,2019 UFA,10960,0
2019,3,4.93,Inaugural,12151,0
2019,2,3.30,2019 FRFA,7877,0
2019,2,1.20,2019 UFA,8359,0
2019,1,1.20,2019 UFA,8153,0
2019,1,4.26,Inaugural,9826,0
2019,2,0.60,2019 UFA,14464,0
2019,1,6.05,2018 SRFA,9925,0
2019,1,20.02,2018 B/R,10261,0
2019,2,0.60,2019 UFA,13746,0
2019,1,1.32,2018 UFA,10432,0
2019,2,0.60,2019 UFA,13938,0
2019,2,1.50,2019 UFA,14247,0
2019,1,0.66,2018 UFA,12215,0
2019,4,0.74,2019 4.16,14062,0
2019,1,7.70,2019 ORFAN,9828,0
2019,1,1.20,2019 UFA,11399,0
2019,1,2.10,2019 UFA,9902,0
2019,3,5.17,2018 1.04,13605,0
2019,2,0.60,2019 UFA,12298,0
2019,1,20.16,2019 NEFT2,12150,0
2019,1,0.73,2019 ERFA,10457,0
2019,1,1.20,2019 UFA,13430,0
2019,1,0.66,2019 ERFA,9820,0
2019,1,0.60,2019 UFA,13505,0
2019,2,0.77,2018 5.07,13740,0
2019,3,0.99,2018 4.07,13649,0
2019,2,1.20,2019 UFA,13812,0
2019,3,0.66,2018 6.15,13683,0
2019,1,1.21,2018 UFA,11281,0
2019,4,2.03,2019 1.16,14113,0
2019,1,1.21,2018 UFA,12764,0
2019,1,0.66,2018 UFA,12712,0
2019,4,0.69,2019 5.05,14114,0
2019,2,1.20,2019 UFA,12252,0
2019,4,1.28,2019 2.16,14075,0
2019,1,1.20,2019 UFA,12910,0
2019,1,1.20,2019 UFA,13801,0
2019,1,0.66,2018 UFA,11872,0
2019,4,0.82,2019 4.09,14213,0
2019,1,3.84,2017 EXT,11045,0
2019,3,0.77,2018 5.03,13715,0
2019,4,5.27,2019 1.03,14101,0
2019,4,2.45,2019 1.12,14058,0
2019,1,0.60,2019 UFA,9319,0
2019,2,0.60,2019 R/F,10793,0
2019,1,0.66,2018 UFA,11543,0
2019,4,1.70,2019 2.05,14087,0
2019,,0.60,2019 UFA,13284,0
2019,1,2.53,2016 1.16,12626,0
2019,1,1.73,2016 2.13,12676,0
2019,1,0.66,2018 UFA,13679,0
2019,1,1.20,2019 UFA,13914,0
2019,1,1.30,2019 UFA,12481,0
2019,2,8,2019 UFA,10266,0
2019,1,3.51,2017 FRFA,10823,0
2019,3,3.30,2019 FRFA,12287,0
2019,1,1.81,2017 ORFA,12678,0
2019,1,1.80,2019 UFA,12656,0
2019,1,0.60,2019 UFA,10774,0
2019,4,0.93,2019 4.01,14086,0
2019,2,0.60,2019 UFA,13424,0
2019,2,0.60,2019 UFA,12589,0
2019,4,0.58,2019 6.06,14206,0
2019,3,3.35,2017 EXT,12801,0
2019,2,24,2019 SRFA,10729,0
2019,3,0.99,2018 4.01,13622,0
2019,2,1.30,2019 UFA,11795,0
2019,4,4.15,2019 1.05,14138,0
2019,4,0.71,2019 5.03,14260,0
2019,1,0.60,2019 UFA,13289,0
2019,1,0.60,2019 UFA,13391,0
2019,3,0.60,2019 UFA,14182,0
2019,2,1.33,2017 3.08,13228,0
2019,1,1.33,2016 3.05,12677,0
2019,1,26.62,Inaugural,11232,0
2019,,1.20,2019 UFA,14752,0
2019,1,10,2019 UFA,10277,0
2019,2,5.50,2018 FRFA,12634,0
2019,2,3.51,2017 1.09,13188,0
2019,2,1.20,2019 UFA,12742,0
2019,3,0.77,2018 5.10,13684,0
2019,1,0.60,2019 UFA,9577,0
2019,2,1.20,2019 UFA,9853,0
2019,2,1.20,2019 UFA,13731,0
2019,1,0.61,2017 UDFA,13223,0
2019,1,0.73,2019 ERFA,12505,0
2019,1,0.66,2018 UFA,12142,0
2019,1,1.81,2017 2.09,13138,0
2019,1,1.87,2018 UFA,11274,0
2019,5,11.80,2019 EXT,12221,0
2019,4,0.90,2019 4.03,14116,0
2019,3,1.65,2018 2.11,13680,0
2019,3,1.43,2018 3.01,13691,0
2019,1,5,2019 ORFAN,11657,0
2019,2,0.60,2019 UFA,11382,0
2019,1,12,2019 UFA,10276,0
2019,2,7.92,2018 FRFA,10749,0
2019,2,1.30,2019 UFA,12797,0
2019,2,1.30,2019 UFA,10766,0
2019,4,1.75,2019 2.04,14121,0
2019,2,7.10,2019 UFA,12702,0
2019,2,0.73,2017 5.11,13226,0
2019,1,2.42,2018 UFA,9075,0
2019,1,2.53,2018 UFA,13738,0
2019,2,2.20,2018 UFA,13229,0
2019,1,1.21,2018 UFA,13620,0
2019,1,0.66,2018 UFA,9861,0
2019,3,2.20,2018 2.01,13593,0
2019,2,2.50,2019 SRFA,10846,0
2019,4,6.10,2019 1.02,14073,0
2019,3,2.09,2018 2.02,13714,0
2019,2,3.51,2017 FRFA,12305,0
2019,2,0.60,2019 R/F,13722,0
2019,1,0.66,2019 ERFA,12796,0
2019,1,3.90,2019 UFA,11327,0
2019,2,10.60,2019 B/R,10722,0
2019,1,3.39,2017 SRFA,10779,0
2019,2,3.30,2019 FRFA,9430,0
2019,1,0.60,2019 UFA,13288,0
2019,2,1.21,2018 3.10,13702,0
2019,2,1.20,2019 UFA,12241,0
2019,5,9.60,2019 EXT,12171,0
2019,4,1.40,2019 2.12,14208,0
2019,1,5.46,Inaugural,12157,0
2019,3,0.60,2019 UFA,14234,0
2019,2,0.60,2019 UFA,13286,0
2019,3,3.50,2019 SRFA,13274,0
2019,3,0.60,2019 UFA,14336,0
2019,2,0.50,2019 UDFA,14124,0
2019,3,3.19,2018 1.10,13612,0
2019,3,0.60,2019 UFA,14205,0
2019,2,1.20,2019 UFA,13387,0
2019,2,0.60,2019 UFA,14305,0
2019,2,0.60,2019 UFA,10810,0
2019,3,0.50,2019 UDFA,14095,0
2019,1,0.60,2019 UFA,13848,0
2019,2,0.97,2017 4.01,13319,0
2019,1,3.47,Inaugural,10753,0
2019,1,1.20,2019 UFA,10642,0
2019,2,2.31,2018 ORFA,12741,0
2019,4,1.34,2019 2.14,14059,0
2019,1,9.56,2017 SRFA,12745,0
2019,4,0.64,2019 5.11,14164,0
2019,2,0.60,2019 UFA,12988,0
2019,2,25.91,2019 EXT,10271,0
2019,2,1.20,2019 UFA,13748,0
2019,1,7.99,Inaugural,10738,0
2019,2,2.10,2019 UFA,9966,0
2019,3,4.18,2018 1.06,13606,0
2019,2,3.03,2017 1.11,13176,0
2019,1,9.20,2019 SRFA,10292,0
2019,1,0.66,2019 ERFA,8265,0
2019,2,2.50,2019 SRFA,12717,0
2019,1,7.55,2019 TT,9904,0
2019,2,0.60,2019 UFA,13810,0
2019,2,1.20,2019 UFA,11742,0
2019,1,0.60,2019 R/F,12795,0
2019,3,3.71,2018 EXT,13132,0
2019,2,1.20,2019 UFA,13301,0
2019,1,0.73,2019 ERFA,10948,0
2019,1,13.39,2019 NEFT2,11244,0
2019,2,0.60,2019 UFA,13121,0
2019,1,6.66,Inaugural,12239,0
2019,2,0.60,2019 UFA,11830,0
2019,2,0.60,2019 UFA,9310,0
2019,1,2.66,2017 UFA,13232,0
2019,1,1.21,2018 UFA,13250,0
2019,3,2.64,2018 1.13,13633,0
2019,2,0.60,2019 UFA,10778,0
2019,3,2.50,2019 SRFA,11772,0
2019,2,0.60,2019 R/F,13779,0
2019,5,6.74,2019 EXT,13299,0
2019,2,0.60,2019 UFA,11375,0
2019,3,0.50,2019 UDFA,14143,0
2019,1,0.60,2019 UFA,8444,0
2019,2,0.60,2019 UFA,13403,0
2019,1,1.20,2019 UFA,13262,0
2019,2,0.60,2019 UFA,12212,0
2019,1,15.97,2017 B/R,10773,0
2019,2,1.69,2017 2.11,13164,0
2019,2,1.20,2019 UFA,12778,0
2019,1,0.60,2019 UFA,14612,0
2019,1,0.60,2019 UFA,12417,0
2019,2,0.66,2018 UFA,13989,0
2019,3,0.88,2018 4.10,13700,0
2019,3,12.00,2019 B/R,11680,0
2019,2,0.70,2019 UFA,11758,0
2019,2,0.73,2017 5.01,13224,0
2019,5,4.47,2019 EXT,11769,0
2019,4,1.05,2019 3.10,14159,0
2019,1,1.21,2018 UFA,13202,0
2019,2,1.20,2019 UFA,12687,0
2019,3,0.50,2019 UDFA,14214,0
2019,2,2.10,2019 UFA,13632,0
2019,1,0.73,2019 ERFA,7578,0
2019,1,2.66,2017 SRFA,11672,0
2019,1,1.20,2019 UFA,9866,0
2019,3,1.54,2018 2.14,13733,0
2019,1,3.41,2018 FRFA,10389,0
2019,2,0.60,2019 UFA,13227,0
2019,2,0.66,2018 6.09,13687,0
2019,3,1.85,2018 EXT,13614,0
2019,1,1.21,2018 UFA,12985,0
2019,4,1.37,2019 2.13,14057,0
2019,3,5.50,2018 B/R,12187,0
2019,3,0.50,2019 UDFA,14211,0
2019,2,1.20,2019 UFA,14190,0
2019,4,1.23,2019 3.02,14082,0
2019,2,0.60,2019 UFA,14179,0
2019,1,3,2019 UFA,10695,0
2019,1,1.90,2019 UFA,12956,0
2019,3,0.60,2019 UFA,14166,0
2019,2,9.58,Inaugural,11721,0
2019,2,1.33,2017 3.07,13234,0
2019,5,5.08,2018 EXT,13116,0
2019,1,4.10,2019 UFA,7391,0
2019,2,1.30,2019 UFA,12141,0
2019,2,0.60,2019 UFA,13802,0
2019,3,5.20,2019 SRFA,12788,0
2019,3,3.30,2019 UFA,11313,0
2019,3,1.30,2019 UFA,9464,0
2019,4,0.96,2019 3.15,14223,0
2019,1,0.61,2019 ERFA,13252,0
2019,3,2.97,2018 1.11,13590,0
2019,2,0.60,2019 UFA,12326,0
2019,4,16.40,2019 EXT,13130,0
2019,1,1.20,2019 UFA,12311,0
2019,1,0.66,2018 UFA,9846,0
2019,2,0.60,2019 R/F,9633,0
2019,2,4.73,2018 UFA,9819,0
2019,2,6,2019 UFA,9448,0
2019,1,5.10,2019 UFA,11257,0
2019,2,1.20,2019 UFA,11517,0
2019,2,1.09,2017 3.16,13205,0
2019,2,4.40,2018 ORFA,12272,0
2019,2,1.20,2019 UFA,11761,0
2019,2,1.20,2019 UFA,13108,0
2019,4,0.88,2019 4.04,14109,0
2019,1,1.32,2018 UFA,11017,0
2019,2,1.21,2017 3.11,13222,0
2019,1,0.60,2019 UFA,10754,0
2019,4,2.95,2019 1.09,14102,0
2019,2,1.20,2019 UFA,14127,0
2019,2,3.41,2018 1.09,13607,0
2019,1,1.21,2018 UFA,13307,0
2019,3,1.87,2018 2.06,13639,0
2019,2,1.30,2019 UFA,10708,0
2019,3,0.60,2019 UFA,14280,0
2019,2,0.60,2019 UFA,14156,0
2019,2,9.20,2019 SRFA,10267,0
2019,2,0.60,2019 UFA,12716,0
2019,3,0.50,2019 UDFA,14067,0
2019,6,1.93,2019 EXT,13131,0
2019,4,3.43,2019 1.07,14071,0
2019,3,3.63,2018 1.08,13635,0
2019,1,0.60,2019 UFA,13470,0
2019,2,1.20,2019 UFA,8944,0
2019,1,0.50,2019 UDFA,14239,0
2019,2,1.20,2019 UFA,13426,0
2019,2,0.60,2019 UFA,9596,0
2019,2,10.12,Inaugural,11728,0
2019,2,0.90,2019 UFA,12447,0
2019,3,0.60,2019 UFA,14181,0
2019,2,0.60,2019 UFA,13968,0
2019,3,0.83,2019 4.08,14180,0
2019,2,0.60,2019 UFA,11709,0
2019,3,1.20,2019 UFA,14199,0
2019,4,7.23,2019 1.01,14056,0
2019,1,6.20,2019 UFA,11390,0
2019,2,0.60,2019 UFA,12437,0
2019,1,1.20,2019 UFA,12753,0
2019,1,7.73,2019 NEFT,12736,0
2019,3,0.60,2019 UFA,14722,0
2019,2,0.90,2019 UFA,12291,0
2019,2,9.35,2018 B/R,10273,0
2019,4,2.50,2019 SRFA,12756,0
2019,2,0.60,2019 UFA,13777,0
2019,2,1.20,2019 UFA,13292,0
2019,4,7.12,2018 EXT,13192,0
2019,2,0.60,2019 UFA,13745,0
2019,2,0.60,2019 UFA,12330,0
2019,3,1.80,2019 ORFA6,12691,0
2019,2,13.31,Inaugural,11293,0
2019,3,2.20,2019 EXT,13265,0
2019,1,1.45,2017 UFA,11262,0
2019,3,0.61,2019 5.15,14218,0
2019,4,2.32,2019 1.13,14158,0
2019,1,0.55,2018 UDFA,13709,0
2019,4,0.98,2019 3.14,14209,0
2019,3,0.60,2019 UFA,14097,0
2019,1,2.50,2019 UFA,8687,0
2019,1,1.21,2018 UFA,13026,0
2019,2,0.60,2019 UFA,12782,0
2019,4,0.67,2019 5.07,14096,0
2019,2,1.43,2018 UFA,12176,0
2019,1,1.20,2019 UFA,13488,0
2019,3,1.43,2018 3.03,13723,0
2019,1,1.30,2019 UFA,13461,0
2019,3,4.62,2018 1.05,13608,0
2019,1,1.09,2017 UFA,13231,0
2019,2,1.20,2019 UFA,12197,0
2019,1,3.30,2018 B/R,12238,0
2019,2,2.50,2019 UFA,9919,0
2019,2,6.00,Inaugural,12245,0
2019,1,3.00,2019 ORFAN,8658,0
2019,2,0.60,2019 UFA,10260,0
2019,3,1.54,2018 2.16,13634,0
2019,2,0.60,2019 UFA,12088,0
2019,3,0.99,2018 4.05,13693,0
2019,2,1.20,2019 UFA,12229,0
2019,2,0.60,2019 UFA,14676,0
2019,1,13.20,2018 UFA,9833,0
2019,1,1.99,Inaugural,10761,0
2019,2,0.50,2019 UDFA,14085,0
2019,1,0.66,2018 UFA,12938,0
2019,2,1.74,2018 EXT,11317,0
2019,1,1.21,2018 UFA,8930,0
2019,4,0.77,2019 4.13,14210,0
2019,4,6,2019 FRFA,12620,0
2019,1,1.30,2019 UFA,13863,0
2019,2,0.60,2019 UFA,12627,0
2019,2,0.60,2019 UFA,12126,0
2019,1,2.60,2019 UFA,10269,0
2019,4,3.19,2018 ORFA,12711,0
2019,2,2.64,2018 EXT,12269,0
2019,4,5.00,2019 ORFA3,12735,0
2019,4,0.75,2019 4.15,14186,0
2019,1,1.32,2018 UFA,12802,0
2019,2,4.48,2017 1.06,13245,0
2019,2,0.60,2019 UFA,14230,0
2019,1,1.07,2016 4.02,12698,0
2019,2,1.20,2019 UFA,11248,0
2019,1,0.60,2019 UFA,14384,0
2019,1,1.21,2018 UFA,11323,0
2019,3,1.21,2018 3.11,13717,0
2019,3,0.50,2019 UDFA,14123,0
2019,2,1.20,2019 UFA,13168,0
2019,1,0.66,2018 UFA,11314,0
2019,1,1.20,2019 UFA,12912,0
2019,2,0.60,2019 UFA,11681,0
2019,2,2.00,2019 B/R,11283,0
2019,3,2.31,2018 1.16,13629,0
2019,3,0.60,2019 UFA,14103,0
2019,2,0.60,2019 UFA,13271,0
2019,2,21,2019 UFA,7394,0
2019,2,1.20,2019 UFA,13434,0
2019,1,1.59,2016 2.14,12697,0
2019,3,11,2019 B/R,11678,0
2019,2,0.60,2019 R/F,12785,0
2019,5,13.71,2019 EXT,7836,0
2019,1,12.65,2018 B/R,7401,0
2019,3,5.83,2018 1.03,13591,0
2019,2,3.27,2017 1.10,13155,0
2019,1,0.60,2019 UFA,12275,0
2019,2,2.60,2019 SRFA,10312,0
2019,3,1.32,2018 3.06,13595,0
2019,2,0.60,2019 UFA,12232,0
2019,1,1.20,2019 UFA,11316,0
2019,1,12.13,2017 EXT,9099,0
2019,3,0.56,2019 6.14,14146,0
2019,4,3.01,2019 EXT,13157,0
2019,4,1.65,2019 2.06,14136,0
2019,3,0.88,2018 4.13,13613,0
2019,1,7.99,Inaugural,9918,0
2019,4,3.76,2019 1.06,14079,0
2019,2,9.00,2019 ORFAN,10723,0
2019,4,1.08,2019 3.08,14197,0
2019,2,0.60,2019 UFA,13615,0
2019,2,0.60,2019 UFA,12964,0
2019,2,1.96,2018 EXT,12768,0
2019,2,0.60,2019 UFA,13814,0
2019,2,1.20,2019 UFA,13382,0
2019,2,0.60,2019 UFA,14258,0
2019,1,0.60,2019 UFA,10220,0
2019,2,0.60,2019 UFA,12657,0
2019,3,1.32,2018 UFA,11722,0
2019,1,4.95,2018 UFA,10320,0
2019,3,0.60,2019 UFA,14228,0
2019,2,0.60,2019 UFA,12226,0
2019,1,4.93,2016 1.05,12658,0
2019,3,0.77,2018 5.11,13744,0
2019,2,1.20,2019 UFA,10393,0
2019,2,5.90,2019 UFA,11333,0
2019,4,1.11,2019 3.07,14163,0
2019,2,1.32,2018 UFA,12767,0
2019,1,0.60,2019 UFA,11273,0
2019,3,0.60,2019 UFA,14613,0
2019,4,1.31,2019 2.15,14080,0
