season,salary,contractInfo,id,contractYear,conference
2025,0.94,2025 5.17,17152,4,1
2025,1.54,2024 2.12,16679,3,1
2025,1,2025 UFA,12361,1,1
2025,1.10,2023 4.15,16159,2,1
2025,2.54,2024 oEXT,15386,1,1
2025,4.10,2025 RRFA,15393,2,1
2025,4.94,2024 1.05,16616,3,1
2025,0.98,2023 UDFA,16369,1,1
2025,2.90,2025 UFA,15385,1,1
2025,1,2025 R/F,16225,2,1
2025,7.29,2025 UFA,14218,3,1
2025,4.50,2025 RRFA,15889,1,1
2025,1,2025 UFA,13685,1,1
2025,0.95,2025 5.08,17150,4,1
2025,5.75,2022 1.06,15754,1,1
2025,6.91,2023 iEXT,14158,2,1
2025,6.30,2025 UFA,13813,1,1
2025,1.10,2025 ERFA,15382,1,1
2025,1.01,2024 4.20,16691,3,1
2025,5.10,2025 UFA,15388,1,1
2025,6.68,2024 iEXT,15802,3,1
2025,1.10,2024 R/F,16283,1,1
2025,3.27,2024 iEXT,15378,3,1
2025,2.83,2023 UFA,14414,1,1
2025,4.94,2025 B/R,15351,2,1
2025,0.98,2023 UDFA,16383,1,1
2025,3.98,2023 oEXT,15749,1,1
2025,5.47,2023 oEXT,15319,1,1
2025,10.07,2024 iEXT,15350,4,1
2025,1,2025 R/F,15855,2,1
2025,1.10,2024 R/F,13377,1,1
2025,0.97,2025 4.16,17212,4,1
2025,3.60,2025 UFA,15345,3,1
2025,5.20,2025 UFA,13723,1,1
2025,1.69,2025 2.09,17115,4,1
2025,2.46,2024 1.14,16622,3,1
2025,1.47,2024 2.14,16583,3,1
2025,1.90,2025 UFA,13231,1,1
2025,1.80,2025 UFA,12238,1,1
2025,1,2025 R/F,16703,2,1
2025,3.50,2023 oEXT,13693,1,1
2025,10.81,2024 B/R,15349,5,1
2025,3.41,2022 2.01^,15762,1,1
2025,2.31,2022 2.04,15692,1,1
2025,1.91,2022 2.10,15768,1,1
2025,1,2025 UFA,15717,1,1
2025,4.50,2024 UFA,15448,1,1
2025,3.41,2022 3.18^,15850,1,1
2025,13.24,2024 oEXT,14842,2,1
2025,9.15,2024 iEXT,15329,3,1
2025,1,2025 R/F,16102,2,1
2025,8.89,2024 UFA,14085,1,1
2025,1.11,2023 4.12,16240,2,1
2025,0.90,2025 UDFA,17156,3,1
2025,5.60,2025 UFA,14210,1,1
2025,37.21,2021 EXT,12620,3,1
2025,34.16,2025 oEXT,15698,5,1
2025,8.33,2024 oEXT,14896,1,1
2025,1.80,2025 UFA,12711,1,1
2025,0.90,2025 UDFA,17166,3,1
2025,0.90,2025 UDFA,17181,3,1
2025,1.10,2024 R/F,14186,1,1
2025,0.98,2024 5.13,16586,3,1
2025,1.80,2025 UFA,12802,1,1
2025,1.80,2025 UFA,13245,1,1
2025,1.80,2025 UFA,13774,1,1
2025,1.90,2025 UFA,12698,1,1
2025,1.86,2023 2.07,16184,2,1
2025,0.90,2025 UDFA,17223,3,1
2025,1,2025 R/F,14672,2,1
2025,0.94,2024 UDFA,16681,2,1
2025,1.80,2025 UFA,13717,1,1
2025,0.94,2025 5.16,17142,4,1
2025,1.80,2025 UFA,13168,1,1
2025,1.80,2023 2.08,16194,2,1
2025,8.38,2023 1.02,16152,2,1
2025,12.10,2022 UFA,13629,2,1
2025,1.10,2025 ERFA,15089,1,1
2025,1,2025 R/F,12831,2,1
2025,1,2025 R/F,14957,2,1
2025,13.46,2025 oEXT,12697,2,1
2025,9.94,2023 1.01,16161,2,1
2025,3.41,2022 4.24^,15716,1,1
2025,1.62,2024 2.10,16655,3,1
2025,1.42,2024 2.16,16660,3,1
2025,1,2025 UFA,12785,1,1
2025,3.06,2022 iEXT,15907,1,1
2025,0.90,2025 UDFA,17176,3,1
2025,1.38,2022 3.12,15757,1,1
2025,6.38,2024 B/R,7836,1,1
2025,6.70,2024 iEXT,15346,3,1
2025,1.09,2025 3.20,17086,4,1
2025,3.70,2024 iEXT,15076,2,1
2025,1,2025 UFA,16292,1,1
2025,1.09,2024 4.04,16698,3,1
2025,1.46,2025 2.15,17047,4,1
2025,4.39,2024 UFA,13157,1,1
2025,14.52,2023 B/R,14136,1,1
2025,1.10,2024 R/F,15975,1,1
2025,2.17,2024 iEXT,13431,2,1
2025,1.67,2023 2.11,16231,2,1
2025,1.13,2024 3.18,16643,3,1
2025,1.10,2025 ERFA,13832,1,1
2025,1.13,2025 3.16,17031,4,1
2025,0.94,2025 5.09,17139,4,1
2025,0.93,2025 5.21,17167,4,1
2025,1,2025 UFA,11945,1,1
2025,1.87,2024 UFA,14215,2,1
2025,0.90,2025 UDFA,17116,3,1
2025,1.80,2025 UFA,13772,1,1
2025,1.64,2025 2.10,17147,4,1
2025,1.90,2025 UFA,14302,1,1
2025,0.99,2025 4.11,17119,4,1
2025,6.27,2024 UFA,16080,1,1
2025,3.41,2022 4.21^,15761,1,1
2025,5.35,2025 SRFA,15428,3,1
2025,0.94,2024 UDFA,16601,2,1
2025,2.05,2025 2.03,17039,4,1
2025,14.75,2024 iEXT,13839,1,1
2025,1.90,2025 UFA,14887,1,1
2025,14.71,2025 oEXT,14163,6,1
2025,5.96,2024 UFA,12767,1,1
2025,0.95,2025 5.06,17178,4,1
2025,1.45,2023 3.02,16234,2,1
2025,1.80,2025 UFA,14080,1,1
2025,7.59,2024 oEXT,14412,1,1
2025,1.51,2024 2.13,16644,3,1
2025,1.52,2025 2.13,17045,4,1
2025,1.90,2025 UFA,11348,1,1
2025,1,2025 R/F,14122,2,1
2025,0.90,2025 UDFA,17175,3,1
2025,0.98,2025 4.14,17049,4,1
2025,26.21,2025 5YO,15282,1,1
2025,13.29,2023 UFA,11150,1,1
2025,1.80,2025 UFA,10783,1,1
2025,4.56,2025 UFA,13193,2,1
2025,0.98,2024 5.16,16697,3,1
2025,1.54,2023 2.15,16258,2,1
2025,1.20,2023 3.19,16228,2,1
2025,12.97,2024 oEXT,13696,3,1
2025,0.98,2024 5.14,16708,3,1
2025,5.54,2023 1.05,16185,2,1
2025,1,2025 R/F,14956,2,1
2025,0.94,2025 5.19,17182,4,1
2025,1.33,2023 3.08,16165,2,1
2025,1.80,2025 UFA,14257,1,1
2025,1,2025 R/F,16870,2,1
2025,1.09,2025 ERFA,13987,1,1
2025,33.68,2024 iEXT,15287,4,1
2025,9.69,2025 UFA,9431,2,1
2025,1.56,2025 2.12,17132,4,1
2025,4.16,2024 iEXT,15259,2,1
2025,0.98,2023 UDFA,16267,1,1
2025,14.92,2025 UFA,13298,2,1
2025,1.12,2025 3.17,17118,4,1
2025,1.40,2025 3.01,17114,4,1
2025,1.10,2025 ERFA,16729,1,1
2025,5.35,2022 4.03^,15832,1,1
2025,2,2025 UFA,15003,1,1
2025,0.99,2024 5.05,16642,3,1
2025,1,2025 R/F,16269,2,1
2025,3.00,2023 1.12,16150,2,1
2025,1.18,2025 3.12,17126,4,1
2025,1.90,2025 UFA,15362,1,1
2025,6.27,2024 UFA,13630,1,1
2025,6.53,2023 UFA,13690,1,1
2025,7.98,2024 iEXT,14148,1,1
2025,1.12,2024 3.19,16693,3,1
2025,5.96,2024 oEXT,14797,2,1
2025,18.63,2025 B/R,14778,3,1
2025,2.41,2024 UFA,14200,1,1
2025,5.46,2025 oEXT,15856,2,1
2025,16.97,2025 oEXT,14802,3,1
2025,1.74,2025 2.08,17106,4,1
2025,1.00,2024 4.23,16724,3,1
2025,5.35,2025 SRFA,15859,1,1
2025,0.98,2024 5.18,16717,3,1
2025,1.01,2025 4.08,17157,4,1
2025,1.90,2025 UFA,14918,1,1
2025,4.31,2022 1.09,15806,1,1
2025,6.20,2025 UFA,11938,1,1
2025,3.38,2024 1.09,16618,3,1
2025,0.90,2025 UDFA,17143,3,1
2025,1.80,2025 UFA,14518,1,1
2025,1.87,2025 UFA,17087,2,1
2025,1.14,2022 4.19,15787,1,1
2025,0.98,2024 5.17,16624,3,1
2025,4.41,2025 oEXT,16191,2,1
2025,1.04,2023 5.21,16236,2,1
2025,1.86,2025 UFA,15788,3,1
2025,1.10,2025 ERFA,15051,1,1
2025,1.04,2024 4.10,16747,3,1
2025,1,2025 R/F,14235,2,1
2025,1.40,2024 3.01,16652,3,1
2025,0.98,2024 5.15,16664,3,1
2025,1.90,2025 UFA,16166,1,1
2025,1.10,2024 R/F,16287,1,1
2025,1.10,2025 3.19,17149,4,1
2025,1.17,2023 4.04,16266,2,1
2025,1.04,2023 5.17,16268,2,1
2025,1.91,2024 2.04,16650,3,1
2025,5.38,2024 SRFA,16282,2,1
2025,1.07,2025 3.22,17151,4,1
2025,1.37,2025 3.02,17052,4,1
2025,1,2025 UFA,14675,1,1
2025,0.90,2025 UDFA,17160,3,1
2025,1,2025 UFA,16356,1,1
2025,5.38,2024 SRFA,14249,1,1
2025,1.30,2023 3.10,16230,2,1
2025,3.70,2025 UFA,11723,1,1
2025,3,2025 UFA,13692,1,1
2025,1.80,2025 UFA,16788,1,1
2025,2.24,2024 1.16,16653,3,1
2025,26.21,2025 5YO,15284,1,1
2025,5.30,2025 UFA,10775,1,1
2025,1,2025 UFA,15668,1,1
2025,8.42,2022 1.03,15711,1,1
2025,1.60,2025 2.11,17122,4,1
2025,3.41,2022 2.12^,15846,1,1
2025,2.76,2022 1.16,15815,1,1
2025,1.09,2024 4.03,16704,2,1
2025,1.80,2025 UFA,12263,1,1
2025,6.11,2025 1.04,17030,4,1
2025,1.90,2025 UFA,13920,2,1
2025,1.80,2025 UFA,13707,1,1
2025,1,2025 UFA,11768,1,1
2025,7.20,2025 B/R,13743,3,1
2025,3.74,2023 iEXT,15742,2,1
2025,3.10,2025 1.11,17102,4,1
2025,1.00,2024 5.01,16684,3,1
2025,4.71,2022 1.08,15789,1,1
2025,20.57,2024 B/R,13214,3,1
2025,1.15,2025 3.14,17131,4,1
2025,1.86,2025 UFA,15387,2,1
2025,0.90,2025 UDFA,17177,3,1
2025,1,2025 R/F,15081,2,1
2025,1.11,2023 4.11,16262,2,1
2025,3.41,2022 2.08^,15721,1,1
2025,1,2025 R/F,13760,2,1
2025,0.94,2024 UDFA,16633,2,1
2025,1.80,2025 UFA,16195,1,1
2025,1.03,2024 4.13,16673,3,1
2025,19.21,2023 oEXT,14162,1,1
2025,8.79,2024 1.01,16579,3,1
2025,1.80,2025 UFA,13959,1,1
2025,1.06,2023 5.10,16284,2,1
2025,0.94,2024 UDFA,16719,2,1
2025,1.04,2023 5.26,16274,2,1
2025,6.45,2022 1.05,15756,1,1
2025,1,2025 R/F,16793,2,1
2025,2,2025 UFA,15256,1,1
2025,1.35,2025 3.03,17134,4,1
2025,3.41,2022 5.13^,15710,1,1
2025,15,2025 ORFAN,12225,1,1
2025,1,2025 R/F,15391,2,1
2025,1.79,2025 2.07,17113,4,1
2025,5.58,2025 UFA,14221,3,1
2025,11.50,2025 UFA,14157,2,1
2025,1,2025 R/F,15857,2,1
2025,0.94,2025 5.12,17096,4,1
2025,0.97,2025 4.17,17146,4,1
2025,2.16,2022 2.06,15694,1,1
2025,1.80,2025 UFA,14283,1,1
2025,1.10,2025 ERFA,16432,1,1
2025,5.18,2022 1.07,15753,1,1
2025,5.42,2025 B/R,14928,2,1
2025,1,2025 UFA,14169,1,1
2025,1.04,2023 5.22,16206,2,1
2025,1.17,2024 3.14,16716,3,1
2025,1.75,2024 2.07,16629,3,1
2025,5.30,2025 UFA,10703,1,1
2025,2.53,2023 1.15,16226,2,1
2025,9.12,2025 B/R,14909,2,1
2025,1.80,2025 UFA,14328,1,1
2025,0.94,2024 UDFA,16762,2,1
2025,1,2025 UFA,12140,1,1
2025,0.95,2025 5.05,17145,4,1
2025,1,2025 R/F,16346,2,1
2025,1,2025 UFA,13266,1,1
2025,1.32,2023 3.09,16241,2,1
2025,3.41,2024 RRFA,14947,1,1
2025,1.11,2022 5.01,15840,1,1
2025,1.80,2025 UFA,13325,1,1
2025,0.94,2025 5.15,17172,4,1
2025,1.87,2024 UFA,15894,2,1
2025,3.67,2024 1.08,16620,3,1
2025,1.29,2024 3.06,16610,3,1
2025,1,2025 UFA,15819,1,1
2025,7.21,2023 1.03,16148,2,1
2025,1.28,2023 3.12,16276,2,1
2025,1.90,2025 UFA,14877,1,1
